COLOR,COMPKEY,FEEDERDIAM,FEEDERLEN,INSTDATE,MFGKEY,OUTLSZ1,OUTLSZ2,OUTLSZ3,PRESZONE,UNITTYPE,LONGKEY,PLUGGED,NONSCHE,FZONENUM,DECLREQD,HYMARKER,Letters,FLSHFRE_DAYS
BLUE,13518.0,0.0,1.37,2008-11-13 09:50:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
GREEN,12815.0,0.0,1.54,2008-12-15 07:55:00,1881,63,63,0,1,HYBLWF,N,N,N,FZ-W01,N,N,S,180
GREEN,12837.0,0.0,3.83,2008-11-17 08:56:00,1012,63,63,0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
GREEN,13025.0,0.0,1.0,2008-01-21 08:46:00,1881,63,150,63,1,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,13731.0,0.0,3.41,2008-09-24 10:39:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,Y,y,S,365
BLUE,13743.0,0.0,1.77,1992-10-09,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,Y,y,S,365
BLUE,13744.0,0.0,1.16,1992-10-09,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,y,S,365
BLUE,13745.0,0.0,1.52,2008-06-19 09:41:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,13748.0,0.0,3.34,2008-09-04 09:54:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-W03,N,N,S,180
GREEN,13954.0,0.0,3.45,2008-10-16 10:07:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W03,Y,y,S,365
BLUE,11788.0,0.0,1.25,2008-09-04 08:26:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,Y,N,S,180
BLUE,11159.0,0.0,7.39,1989-01-01,1009,63,150,63,5,HYBLWF,N,N,N,FZ-W04,N,Y,S,180
BLUE,13979.0,0.0,1.17,2008-12-04 23:00:00,1012,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,11378.0,0.0,3.09,1991-05-01,1009,63,150,63,4,HYBLWF,N,N,N,FZ-W03,Y,N,S,14
BLUE,11599.0,0.0,3.54,2008-05-20 08:29:00,1004,63,63,0,3,HYBLWF,N,N,N,FZ-W02,N,N,S,365
BLUE,12435.0,0.0,3.81,1988-12-05,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W04,N,Y,S,7
,12030.0,0.0,1.35,2008-11-18 10:41:00,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W01,N,Y,S,365
BLUE,11396.0,0.0,1.65,2008-09-08 11:04:00,1009,63,150,63,5,HYBLWF,N,N,N,FZ-W03,N,N,S,365
GREEN,11400.0,0.0,1.4,2008-06-06 11:07:00,1009,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,12446.0,0.0,3.64,2008-06-18 23:00:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W01,N,Y,S,365
BLUE,12447.0,0.0,1.86,2008-09-03 11:16:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,12454.0,0.0,3.92,2008-06-06 11:15:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W02,N,y,S,365
ORANGE,12458.0,0.0,3.65,2008-09-04 15:39:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W03,N,Y,S,365
BLUE,12462.0,0.0,3.89,2008-11-20 10:49:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W01,Y,N,S,180
BLUE,12465.0,0.0,1.38,2009-01-08 08:49:00,1009,63,150,63,1,HYBLWF,N,N,N,FZ-W02,Y,N,S,180
BLUE,657729.0,150.0,1.819,2005-03-28,1022,63,150,63,6,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,12696.0,0.0,1.41,2008-12-16 09:18:00,1012,63,63,0,1,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,13559.0,0.0,1.5,1995-10-01,1001,63,150,63,4,HYBLWF,N,N,N,FZ-W04,N,Y,S,7
BLUE,13567.0,0.0,0.99,2008-06-30 09:18:00,1012,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,12261.0,0.0,1.87,1991-02-19,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W04,N,N,S,365
BLUE,13342.0,0.0,2.54,2009-09-23 09:19:00,1012,63,150,63,1,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
BLUE,13572.0,0.0,1.55,1992-02-01,1009,63,150,63,3,HYBLWF,N,N,N,FZ-W04,N,N,S,180
BLUE,13573.0,0.0,1.78,2008-09-03 16:55:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W04,Y,y,S,365
BLUE,656853.0,150.0,2.8,2000-06-26,1001,63,150,63,5,HYBLWF,N,N,N,FZ-C03,N,y,B,30
BLUE,13124.0,0.0,3.12,2008-09-05 10:59:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-W03,N,N,S,180
,13993.0,0.0,1.38,2007-08-24 23:00:00,1012,63,63,0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,90
BLUE,15673.0,0.0,1.0,1989-05-01,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W04,N,N,S,180
GREEN,15059.0,0.0,0.9,2008-12-22 10:34:00,1022,63,63,0,1,HYBLWF,N,N,N,FZ-W01,Y,N,S,180
BLUE,15882.0,0.0,1.04,2008-12-18 17:40:00,1009,63,150,63,1,HYBLWF,N,N,N,FZ-W02,Y,Y,S,90
BLUE,16913.0,0.0,3.67,2008-12-11 10:03:00,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,16914.0,0.0,1.42,2007-08-31 09:59:00,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,16925.0,0.0,3.55,1990-04-01,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W01,N,Y,S,365
GREEN,16926.0,0.0,3.53,2008-09-17 18:20:00,1022,63,150,63,4A,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,15689.0,0.0,3.76,2008-12-15 07:53:00,1022,63,150,63,1,HYBLWF,N,N,N,FZ-W02,Y,y,S,365
BLUE,15707.0,0.0,1.3,2007-08-31 08:38:00,1012,63,63,0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,16490.0,0.0,3.13,2008-12-01 09:23:00,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
ORANGE,15884.0,0.0,3.75,2008-08-27 13:46:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
BLUE,15919.0,0.0,2.75,1988-04-25,1004,63,63,0,4,HYBLWF,N,N,N,FZ-W03,Y,Y,S,365
BLUE,15921.0,0.0,1.53,2008-10-14 09:37:00,1004,63,63,0,4,HYBLWF,N,N,N,FZ-W03,Y,Y,S,365
BLUE,488721.0,0.0,3.4,2007-10-29 08:33:00,1001,63,150,63,1,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,14470.0,0.0,1.03,1996-07-11,1022,63,150,63,1,HYBLWF,N,N,y,FZ-W02,Y,Y,S,180
GREEN,14474.0,0.0,1.41,1991-05-01,1009,63,150,63,3,HYBLWF,N,N,N,FZ-W01,Y,y,S,365
BLUE,17150.0,0.0,3.61,2008-09-05 14:50:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W03,N,Y,S,180
BLUE,17153.0,0.0,1.21,2007-08-31 16:09:00,1022,63,63,0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,16516.0,0.0,1.2,2008-06-12 08:36:00,1009,63,150,63,3,HYBLWF,N,N,N,FZ-W02,N,N,S,90
BLUE,16523.0,0.0,3.3,2008-05-22 14:19:00,1009,63,150,63,3,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,16531.0,0.0,1.0,2007-08-28 13:57:00,1012,63,63,0,2,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,16533.0,0.0,2.26,2007-07-31 09:41:00,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,12493.0,0.0,3.63,2008-11-25 08:41:00,1012,63,63,0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,365
BLUE,12526.0,0.0,1.5,2007-08-31 14:39:00,1012,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,14476.0,0.0,3.5,1991-05-01,1009,63,150,63,3,HYBLWF,N,N,N,FZ-W01,Y,y,S,365
BLUE,645681.0,150.0,2.0,2004-03-09,1022,63,150,63,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,30
BLUE,17377.0,0.0,1.0,2009-09-28 13:24:00,1001,63,150,63,1,HYBLWF,N,N,N,FZ-W02,N,y,S,90
GREEN,17383.0,0.0,6.27,2001-01-17 23:59:00,1022,63,150,63,1,HYBLWF,N,N,N,FZ-W02,N,Y,S,7
BLUE,17384.0,0.0,3.99,2001-08-02 23:59:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,365
GREEN,17392.0,0.0,3.4,2008-11-19 10:36:00,1012,63,63,0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
GREEN,14855.0,0.0,1.12,2008-12-11 09:59:00,1003,63,150,63,2,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,13386.0,0.0,1.36,2008-10-23 09:45:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W04,N,N,S,180
BLUE,13394.0,0.0,1.2,1971-01-01,1012,63,63,0,3,HYBLWF,N,N,N,FZ-W04,Y,N,S,30
BLUE,16096.0,0.0,3.32,2000-02-16 16:30:00,1022,63,63,0,5,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,16105.0,0.0,3.68,2008-10-16 10:07:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W03,Y,y,S,365
BLUE,16111.0,0.0,4.78,2008-12-17 09:39:00,1022,63,150,63,1,HYBLWF,N,N,N,FZ-W02,N,N,S,180
GREEN,16122.0,0.0,1.19,2001-02-09 23:59:00,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,16134.0,0.0,0.82,2008-12-30 09:23:00,1022,63,63,0,1,HYBLWF,N,N,N,FZ-W02,Y,N,S,365
BLUE,14869.0,0.0,1.36,2008-12-18 17:57:00,1012,63,63,0,2,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,14872.0,0.0,3.42,2008-09-02 08:23:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,y,S,180
BLUE,14879.0,0.0,3.84,2008-08-28 23:00:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,14880.0,0.0,3.74,2008-08-28 23:00:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,90
GREEN,14891.0,0.0,3.77,2008-11-17 08:56:00,1012,63,63,0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
GREEN,14895.0,0.0,3.17,2008-12-18 17:51:00,1009,63,150,63,1,HYBLWF,N,N,N,FZ-W01,Y,y,S,180
BLUE,15713.0,0.0,1.22,2008-11-13 09:50:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
GREEN,14281.0,0.0,3.42,2008-11-17 09:07:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W01,N,N,S,90
BLUE,14282.0,0.0,1.16,2008-06-25 18:00:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W02,N,Y,S,90
BLUE,14286.0,0.0,1.04,2008-09-09 10:38:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,y,S,180
BLUE,14289.0,0.0,2.18,2008-09-04 08:26:00,1012,63,150,63,3,HYBLWF,N,N,N,FZ-W01,Y,N,S,180
BLUE,16140.0,0.0,1.4,2007-08-27 11:13:00,1881,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,16321.0,0.0,1.7,1993-01-01,1012,63,150,63,5,HYBLWF,N,N,N,FZ-W04,N,y,S,2
BLUE,16347.0,0.0,2.24,2008-06-04 11:26:00,1022,63,63,0,2,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
BLUE,15744.0,0.0,2.8,2008-09-02 08:23:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,y,S,180
BLUE,15748.0,0.0,1.45,2007-03-08 08:50:00,1004,63,63,0,2,HYBLWF,N,N,N,FZ-W02,N,y,S,365
BLUE,15756.0,0.0,1.53,2008-05-28 08:46:00,1012,63,63,0,3,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,11718.0,0.0,3.55,2008-05-05 11:31:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W02,N,y,S,180
BLUE,14486.0,0.0,5.2,2008-12-24 11:32:00,1009,63,150,63,1,HYBLWF,N,N,N,FZ-W02,N,N,S,180
,14522.0,0.0,1.0,2008-12-11 10:13:00,1012,63,63,0,1,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,16355.0,0.0,3.67,2008-09-08 11:04:00,1022,63,63,0,5,HYBLWF,N,N,N,FZ-W03,N,N,S,365
GREEN,17190.0,0.0,3.32,1990-02-01,1022,63,150,63,1,HYBLWF,N,N,N,FZ-W01,Y,N,S,180
BLUE,17206.0,0.0,3.47,2008-09-17 18:14:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-W03,N,y,S,180
BLUE,16562.0,0.0,1.38,2008-12-18 17:57:00,1022,63,63,0,2,HYBLWF,N,N,N,FZ-W02,N,N,S,365
BLUE,16584.0,0.0,3.71,1982-07-28,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,12555.0,0.0,3.42,2008-09-03 11:16:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,N,S,365
GREEN,14529.0,0.0,3.86,2008-10-16 10:07:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W03,N,y,S,365
BLUE,15363.0,0.0,0.98,2009-01-08 08:46:00,1022,63,150,63,1,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,15366.0,0.0,5.06,2009-01-08 08:49:00,1009,63,150,63,1,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,17241.0,0.0,3.26,2008-07-21 09:56:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W04,N,N,S,180
BLUE,14695.0,0.0,3.03,2008-10-15 08:37:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,y,S,180
BLUE,14718.0,0.0,1.44,1994-10-01,1022,63,150,63,5,HYBLWF,N,N,N,FZ-W04,N,Y,S,120
BLUE,17423.0,0.0,1.31,2008-12-19 08:03:00,1881,63,150,63,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,17426.0,0.0,1.6,2008-12-17 10:23:00,1022,63,63,0,1,HYBLWF,N,N,N,FZ-W01,Y,y,S,365
BLUE,17430.0,0.0,1.32,2008-12-15 08:15:00,1004,63,63,0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,17432.0,0.0,1.21,2008-05-29 09:01:00,1012,63,63,0,2,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
BLUE,17441.0,0.0,1.25,2008-10-15 08:31:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,14915.0,0.0,9.2,2008-10-20 10:56:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W04,N,Y,S,180
BLUE,13424.0,0.0,4.02,2007-08-31 16:05:00,1022,63,63,0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,13445.0,0.0,0.89,1999-10-01,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W03,N,N,S,90
BLUE,640110.0,150.0,1.2,2004-03-21,1022,63,150,63,4,HYBLWF,N,N,N,FZ-C03,N,N,B,365
GREEN,16172.0,0.0,3.92,2008-12-17 10:15:00,1004,63,63,0,1,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
BLUE,16180.0,0.0,2.26,1995-07-20,1009,63,150,63,1,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,15576.0,0.0,2.16,1995-11-01,1009,63,150,63,1,HYBLWF,N,N,N,FZ-W01,Y,Y,S,90
BLUE,15767.0,0.0,3.51,2008-08-28 23:00:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,N,S,90
BLUE,15771.0,150.0,3.48,1993-12-15,1022,63,150,63,5,HYBLWF,N,N,N,FZ-W03,N,y,S,365
BLUE,15773.0,0.0,3.66,2008-09-11 09:03:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-W03,N,y,S,180
GREEN,16825.0,0.0,1.48,2008-11-14 09:18:00,1022,63,63,0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,16831.0,0.0,3.28,2008-10-15 08:37:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,y,S,180
BLUE,16853.0,0.0,3.47,2008-06-20 09:43:00,1009,63,150,63,3,HYBLWF,N,N,N,FZ-W02,N,N,S,90
BLUE,665519.0,150.0,3.5,2002-11-01,1001,63,150,63,4,HYBLWF,N,N,N,FZ-C02,N,N,S,365
ORANGE,16204.0,0.0,1.04,2008-10-14 09:32:00,1012,63,63,0,3,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,670037.0,150.0,1.6,1999-11-01,1001,63,150,63,5,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
BLUE,657476.0,150.0,3.0,2004-06-01,1881,63,150,63,5,HYBLWF,N,N,N,FZ-C01,Y,N,B,180
BLUE,14555.0,0.0,1.3,2008-09-22 12:17:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,Y,N,S,180
GREEN,16410.0,0.0,1.66,2009-06-25 14:01:00,1022,63,63,0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,17258.0,0.0,1.1,2008-10-14 09:32:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,17266.0,0.0,1.38,2008-11-18 23:00:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
BLUE,16620.0,0.0,1.1,2008-12-18 18:02:00,1022,63,63,0,1,HYBLWF,N,N,N,FZ-W02,Y,Y,S,60
BLUE,16626.0,0.0,3.48,2008-09-02 08:23:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,y,S,180
GREEN,16633.0,0.0,1.9,2008-03-17 23:00:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W02,N,y,S,180
ORANGE,17459.0,0.0,3.4,2008-09-03 17:48:00,1009,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,365
GREEN,15391.0,0.0,1.41,2009-09-17 11:51:00,1022,63,63,0,1,HYBLWF,N,N,N,FZ-W01,N,Y,S,90
GREEN,15419.0,0.0,3.46,2008-10-16 10:07:00,1009,63,150,63,3,HYBLWF,N,N,N,FZ-W03,N,y,S,365
GREEN,17273.0,0.0,3.46,2008-06-18 12:12:00,1022,63,63,0,2,HYBLWF,N,N,N,FZ-W02,Y,N,S,180
BLUE,17472.0,0.0,1.61,2008-12-18 16:33:00,1009,63,63,0,1,HYBLWF,N,N,N,FZ-W01,Y,y,S,180
BLUE,17480.0,0.0,1.99,1990-12-04,1012,63,150,63,4,HYBLWF,N,N,N,FZ-W04,Y,y,S,180
BLUE,17496.0,0.0,1.23,2008-11-13 09:50:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,17503.0,0.0,3.08,2008-06-09 11:23:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W02,N,y,S,180
GREEN,17506.0,0.0,1.3,2008-12-19 08:03:00,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W01,Y,N,S,180
GREEN,17508.0,0.0,2.8,2008-09-08 11:27:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,Y,S,180
BLUE,15994.0,0.0,3.49,1989-02-01,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,15998.0,0.0,3.82,2008-09-24 10:39:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,y,S,180
BLUE,15999.0,0.0,1.18,2008-11-20 11:00:00,1012,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,Y,S,365
BLUE,16014.0,0.0,1.5,2008-09-04 10:21:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-W03,N,N,S,14
GREEN,16020.0,0.0,2.7,2008-12-19 08:06:00,1022,63,150,63,1,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,16029.0,0.0,3.28,2008-09-04 07:57:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,y,S,365
BLUE,16215.0,0.0,2.36,2002-04-08 23:00:00,1022,63,150,63,5,HYBLWF,N,N,N,FZ-W03,N,N,S,14
BLUE,16230.0,0.0,3.5,2008-11-27 10:10:00,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,14794.0,0.0,0.93,2008-07-04 09:42:00,1012,63,150,63,4,HYBLWF,N,N,N,FZ-W04,N,N,S,7
BLUE,15614.0,0.0,3.65,2008-09-02 08:23:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,y,S,180
BLUE,641863.0,150.0,1.2,2003-10-01,1001,63,150,63,6,HYBLWF,N,N,N,FZ-V05,N,N,C,365
BLUE,17087.0,0.0,1.33,2009-10-13 09:41:00,1881,63,150,63,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,17091.0,0.0,3.14,1990-07-19,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W04,N,Y,S,365
BLUE,17093.0,0.0,3.3,2007-06-15 23:00:00,1012,63,150,63,3,HYBLWF,N,N,N,FZ-W01,Y,N,S,180
BLUE,17738.0,0.0,4.24,1999-02-01,1009,63,150,63,4,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,645515.0,150.0,2.0,2004-03-09,1022,63,150,63,5,HYBLWF,N,N,Y,FZ-C02,Y,N,B,120
GREEN,17111.0,0.0,3.68,2008-09-16 09:10:00,1022,63,63,0,4A,HYBLWF,N,N,N,FZ-W03,N,Y,S,180
BLUE,17112.0,0.0,1.34,1998-08-01,1029,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,y,S,365
BLUE,16456.0,0.0,3.75,2008-08-20 08:30:00,1881,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
GREEN,16470.0,0.0,1.72,1992-09-01,1012,63,150,63,3,HYBLWF,N,N,N,FZ-W03,N,Y,S,180
BLUE,17516.0,0.0,3.71,2008-02-07 08:41:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,15234.0,0.0,1.56,1994-04-01,1022,63,150,63,1,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
GREEN,15246.0,0.0,1.22,2008-10-14 09:32:00,1012,63,150,63,3,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,15253.0,0.0,4.42,1989-12-01,1022,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,365
BLUE,15445.0,0.0,1.33,2008-09-04 09:36:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,y,S,365
GREEN,17319.0,0.0,1.31,2009-01-20 23:00:00,1012,63,63,0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,17530.0,0.0,1.14,2008-10-10 08:48:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,y,S,180
GREEN,15281.0,0.0,1.22,2008-09-04 09:34:00,1009,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,y,S,180
GREEN,16039.0,0.0,0.83,2008-05-15 11:33:00,1881,63,150,63,2,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
BLUE,16082.0,0.0,1.34,2008-12-15 07:55:00,1881,63,63,0,1,HYBLWF,N,N,N,FZ-W01,N,N,S,180
ORANGE,16085.0,0.0,1.52,2009-01-12 10:05:00,1022,63,63,0,2,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
BLUE,19268.0,0.0,9.8,2000-08-10 16:00:00,1012,63,150,63,4,HYBLWF,N,N,N,FZ-W01,N,y,S,180
GREEN,20124.0,0.0,3.37,2008-06-20 09:31:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W02,N,N,S,180
ORANGE,20125.0,0.0,3.32,2008-09-04 09:34:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,y,S,365
ORANGE,19483.0,0.0,3.42,2008-09-04 09:36:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,y,S,365
BLUE,19498.0,0.0,3.46,2008-09-05 14:51:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,19686.0,0.0,1.69,1987-03-01,1009,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,N,S,180
GREEN,20129.0,0.0,4.47,2008-08-21 07:55:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
BLUE,21037.0,0.0,3.5,2008-09-04 08:32:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,21038.0,0.0,1.3,2008-11-27 09:30:00,1881,63,150,63,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,20417.0,0.0,1.33,2007-08-31 11:12:00,1022,63,63,0,2,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
ORANGE,20424.0,0.0,1.69,2008-09-09 10:45:00,1012,63,63,0,4,HYBLWF,N,N,N,FZ-W03,N,y,S,180
BLUE,20430.0,0.0,3.43,2008-11-17 08:52:00,1022,63,63,0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,18245.0,0.0,1.17,2008-12-04 23:00:00,1012,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,N,S,90
BLUE,17826.0,0.0,3.16,2007-08-31 15:44:00,1009,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,N,S,365
BLUE,17829.0,0.0,3.67,2008-09-24 10:39:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,y,S,365
BLUE,18650.0,0.0,3.69,1990-07-01,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W04,N,N,S,180
BLUE,20651.0,0.0,3.1,2008-08-21 07:55:00,1022,63,150,63,3,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
BLUE,645457.0,150.0,2.6,2004-07-01,1881,63,150,63,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,18012.0,0.0,0.81,2008-09-05 14:47:00,1012,63,63,0,3,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,18014.0,0.0,0.98,2008-10-20 09:49:00,1022,63,150,63,4,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,18026.0,0.0,2.77,2008-09-04 10:06:00,1881,63,150,63,5A,HYBLWF,N,N,N,FZ-W03,N,y,S,180
BLUE,15080.0,0.0,1.74,2008-12-23 09:55:00,1012,63,63,0,1,HYBLWF,N,N,N,FZ-W01,N,N,S,180
GREEN,18655.0,0.0,2.07,2000-10-13 23:59:00,1022,63,63,0,1,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
GREEN,18664.0,0.0,3.22,2007-08-31 14:39:00,1012,63,150,63,2,HYBLWF,N,N,N,FZ-W02,N,N,S,365
