COLOR,COMPKEY,FEEDERDIAM,FEEDERLEN,INSTDATE,MFGKEY,OUTLSZ1,OUTLSZ2,OUTLSZ3,PRESZONE,UNITTYPE,LONGKEY,PLUGGED,NONSCHE,FZONENUM,DECLREQD,HYMARKER,Letters,FLSHFRE_DAYS
BLUE,716665.0,150.0,4.93,2006-04-01,1881.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,752469.0,150.0,3.39,2004-12-01,1881.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,546886.0,150.0,3.51,2002-12-01,1022.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-W03,Y,N,S,180
BLUE,629956.0,150.0,3.49,2002-12-02,1022.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,y,S,365
BLUE,657919.0,150.0,2.846,2004-02-01,1881.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,718175.0,150.0,2.6,2002-11-01,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,N,N,S,365
BLUE,745480.0,150.0,3.7,2007-12-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-W04,N,Y,S,365
BLUE,722132.0,150.0,2.72,2006-12-01,1117.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,Y,S,365
BLUE,722214.0,150.0,3.03,2006-12-01,1117.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
BLUE,752992.0,150.0,3.56,2004-12-01,1881.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,761713.0,150.0,1.59,2006-06-01,1881.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,715862.0,150.0,0.93,2004-07-06,1881.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,365
GREEN,715886.0,150.0,1.81,2004-07-06,1881.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,718126.0,150.0,4.46,2002-05-01,1012.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,Y,N,S,180
BLUE,747874.0,150.0,2.79,2007-01-01,1001.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,N,S,120
BLUE,747877.0,150.0,3.06,2008-02-01,1001.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,Y,N,S,180
BLUE,710199.0,150.0,1.47,2004-02-01,1001.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,N,S,365
BLUE,763170.0,150.0,3.32,2000-07-19,1117.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W03,N,N,S,14
BLUE,763386.0,150.0,1.51,2006-05-01,1881.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,763734.0,150.0,2.7,1999-12-01,1022.0,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,N,B,3
BLUE,763765.0,150.0,1.5,2006-05-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,774213.0,150.0,3.5,2009-01-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
,538824.0,150.0,1.0,2006-11-30,1001.0,63.0,150.0,63.0,PG8,HYBLWF,N,Y,N,FZ-V02,N,N,C,365
BLUE,779845.0,150.0,2.751,2007-10-03,1012.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,789416.0,150.0,2.356,2009-03-16,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,16827.0,0.0,3.51,1992-02-01,1009.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W02,N,N,S,180
GREEN,11413.0,0.0,3.57,2008-08-21 07:55:00,1022.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,N,Y,S,180
BLUE,787278.0,150.0,3.59,2007-09-01,1117.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,774308.0,150.0,3.39,2009-02-01,1001.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W01,Y,Y,S,365
BLUE,790979.0,150.0,2.5,2009-11-01,1117.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-W03,N,Y,S,365
BLUE,790212.0,150.0,3.25,2009-05-01,1001.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,796912.0,150.0,2.0,2009-10-01,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,Y,FZ-C02,Y,Y,B,3
,836337.0,150.0,5.384,2010-10-01,1117.0,63.0,150.0,63.0,CE8,HYBLWF,N,N,N,FZ-V03,Y,N,C,90
BLUE,789495.0,150.0,2.435,2009-03-16,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,Y,Y,B,365
BLUE,790308.0,150.0,5.73,2009-10-22,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,790379.0,150.0,3.69,2009-10-22,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,793736.0,150.0,3.51,2010-04-09,1001.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,Y,N,S,365
BLUE,807018.0,150.0,1.704,2003-04-01,1.0,0.0,0.0,0.0,4,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,808733.0,150.0,2.1,2009-11-01,1001.0,63.0,150.0,63.0,5B,HYBLWF,N,N,N,FZ-V05,N,N,C,180
,771400.0,150.0,2.071,2007-07-01,1.0,0.0,0.0,0.0,CE8,HYBLWF,N,N,N,FZ-V03,N,N,C,365
BLUE,837891.0,150.0,2.001,2011-10-01,1001.0,0.0,0.0,0.0,6,HYBLWF,N,N,N,FZ-V04,Y,N,C,14
BLUE,11071.0,0.0,1.25,2008-07-30 10:19:00,1012.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,14
GREEN,15880.0,0.0,2.6,2008-09-05 14:49:00,1012.0,63.0,63.0,0.0,3,HYBLWF,N,N,N,FZ-W03,Y,N,S,180
BLUE,811951.0,150.0,3.57,2011-04-01,1117.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,y,S,180
BLUE,780399.0,150.0,3.02,2009-03-01,1001.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W01,Y,N,S,180
BLUE,790963.0,150.0,4.73,2009-08-26,1012.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,Y,Y,S,3
GREEN,767723.0,150.0,2.77,2001-04-01,1022.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W03,N,Y,S,180
ORANGE,773296.0,150.0,2.8,2008-10-01,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,Y,FZ-C02,Y,N,S,365
BLUE,802577.0,150.0,4.5,2010-03-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,801624.0,150.0,1.57,2010-02-01,1001.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,459873.0,0.0,4.5,2008-09-22 11:54:00,1881.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,N,S,90
BLUE,786833.0,150.0,0.4,2007-07-01,1881.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
BLUE,19807.0,0.0,3.62,1996-01-01,1022.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,Y,S,365
BLUE,841059.0,150.0,2.4,2011-12-01,1001.0,0.0,0.0,0.0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,841076.0,150.0,2.0,2011-12-01,1001.0,0.0,0.0,0.0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,788665.0,150.0,2.6,2007-01-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
,538803.0,150.0,1.0,2008-06-19 08:40:00,1881.0,63.0,150.0,63.0,PG8,HYBLWF,N,N,N,FZ-V02,N,N,C,180
BLUE,538751.0,150.0,0.9,1999-01-01,1012.0,63.0,150.0,63.0,PG8,HYBLWF,N,N,N,FZ-V05,Y,Y,C,365
BLUE,787753.0,150.0,4.8,2009-08-14,1012.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,Y,Y,B,180
BLUE,21078.0,0.0,3.53,2008-10-15 08:37:00,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,y,S,180
GREEN,22057.0,0.0,1.35,2008-11-17 08:56:00,1012.0,63.0,63.0,0.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,791062.0,150.0,2.41,2009-11-01,1022.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-W03,N,N,S,180
GREEN,793888.0,150.0,3.27,2010-01-01,1001.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W03,Y,N,S,365
BLUE,793942.0,150.0,5.66,2010-01-01,1001.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W03,N,Y,S,180
BLUE,768859.0,150.0,1.0,2006-01-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,180
BLUE,835642.0,150.0,2.2,2010-12-20,1117.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C03,Y,N,B,14
BLUE,781501.0,150.0,3.26,2000-11-23,1001.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
GREEN,459486.0,0.0,1.0,2008-11-17 08:56:00,1001.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,482766.0,0.0,3.39,2008-07-02 10:59:00,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,N,N,S,7
BLUE,12348.0,0.0,1.67,1989-09-01,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,N,N,S,180
BLUE,15786.0,0.0,1.31,2008-06-19 09:41:00,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,17501.0,0.0,1.33,1990-11-01,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,N,N,S,180
BLUE,774170.0,150.0,3.6,2009-01-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,776062.0,150.0,1.2,2005-01-01,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,Y,N,S,180
,776537.0,150.0,4.4,2009-09-16,1001.0,63.0,150.0,63.0,PG8,HYBLWF,N,N,N,FZ-V02,N,N,C,180
GREEN,788752.0,150.0,2.5,2007-01-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
,805425.0,150.0,1.0,2010-01-01,1023.0,0.0,0.0,0.0,PG8,HYBLWF,N,N,N,FZ-V02,N,N,C,14
BLUE,767913.0,150.0,3.0,2003-07-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,180
BLUE,776049.0,150.0,3.227,2005-04-01,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,786822.0,150.0,4.35,2007-07-01,1881.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,Y,Y,S,180
BLUE,769251.0,150.0,3.0,2006-01-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,778128.0,150.0,4.7,2009-10-20,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,Y,Y,B,14
BLUE,773212.0,150.0,3.55,2009-01-01,1001.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
,785678.0,150.0,3.0,2007-06-01,1022.0,63.0,150.0,63.0,AV12,HYBLWF,N,N,N,FZ-V01,Y,N,C,30
ORANGE,786868.0,150.0,4.5,2007-07-01,1881.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,Y,N,S,365
BLUE,808806.0,150.0,3.8,2009-11-01,1001.0,63.0,150.0,63.0,6A,HYBLWF,N,N,N,FZ-V05,N,Y,C,365
BLUE,774215.0,150.0,2.5,2008-04-01,1022.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,365
BLUE,774511.0,150.0,2.545,2008-07-01,1881.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,782295.0,150.0,2.983,2005-12-01,1012.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,787303.0,150.0,2.64,2007-09-01,1117.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,791867.0,150.0,3.7,2010-01-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,768479.0,150.0,3.4,2010-01-10,1022.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-W03,Y,y,S,2
BLUE,769819.0,150.0,2.0,2008-09-01,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C03,N,N,B,7
BLUE,781900.0,150.0,2.476,2008-11-27,1881.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,N,N,B,365
GREEN,798643.0,150.0,1.9,2010-02-01,1001.0,63.0,150.0,63.0,7,HYBLWF,N,N,N,FZ-V04,N,N,C,3
BLUE,798849.0,150.0,1.0,2007-05-01,1881.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,N,S,2
BLUE,807489.0,150.0,2.4,2010-07-01,1001.0,0.0,0.0,0.0,6,HYBLWF,N,N,Y,FZ-C01,N,Y,B,365
BLUE,768842.0,150.0,3.2,2006-05-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,N,B,180
GREEN,774013.0,150.0,4.0,2009-01-01,1.0,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C02,Y,Y,B,7
,791214.0,150.0,0.8,2008-08-01,1023.0,0.0,0.0,0.0,PG8,HYBLWF,N,N,N,FZ-V02,N,N,C,90
BLUE,807325.0,150.0,2.4,2010-11-16,1001.0,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,365
BLUE,805439.0,0.0,3.92,2011-06-01,1001.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,788610.0,150.0,3.094,2008-10-28,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,N,Y,B,365
BLUE,792682.0,150.0,3.2,2010-01-07,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,365
BLUE,770240.0,150.0,3.49,1952-01-01,1881.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,836542.0,150.0,2.0,2011-05-10,1.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-W03,Y,N,S,2
BLUE,777493.0,150.0,0.8,2009-11-12,1022.0,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-V05,N,N,C,180
GREEN,778123.0,150.0,13.7,2009-03-03,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W01,N,y,S,365
,806769.0,150.0,1.6,2010-06-01,1001.0,63.0,150.0,63.0,IN7,HYBLWF,N,N,N,FZ-V04,Y,N,C,365
BLUE,786789.0,150.0,4.7,2007-07-01,1881.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,N,S,365
BLUE,799652.0,150.0,2.0,1990-09-01,1009.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,801579.0,150.0,2.973,2010-02-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,N,N,B,365
BLUE,770838.0,150.0,2.66,2009-03-01,1022.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,365
BLUE,796449.0,150.0,0.0,2003-09-01,1004.0,0.0,0.0,0.0,4,HYBLWF,N,N,N,FZ-C02,Y,N,B,365
BLUE,770688.0,150.0,2.5,2005-11-01,1012.0,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,Y,Y,B,7
BLUE,767890.0,150.0,5.5,2002-03-01,1001.0,63.0,150.0,63.0,5D,HYBLWF,N,N,N,FZ-C03,N,N,B,7
,780504.0,150.0,1.0,2009-03-01,1881.0,63.0,150.0,63.0,IN7,HYBLWF,N,N,N,FZ-V04,N,N,C,14
BLUE,791966.0,150.0,4.8,2010-01-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,Y,Y,B,365
BLUE,792038.0,150.0,4.6,2010-01-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,365
GREEN,804452.0,150.0,3.3,2010-07-01,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C03,N,Y,B,7
BLUE,801724.0,150.0,2.5,2010-01-01,1001.0,0.0,0.0,0.0,4,HYBLWF,N,N,N,FZ-C02,Y,N,B,14
,805556.0,150.0,1.528,2009-05-01,1009.0,0.0,0.0,0.0,PG8,HYBLWF,N,N,N,FZ-V02,N,N,C,30
GREEN,791200.0,150.0,2.8,2007-06-01,1001.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W03,N,N,S,90
BLUE,774074.0,150.0,2.3,2008-04-01,1022.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,365
,836452.0,150.0,1.8,2010-10-01,1001.0,63.0,150.0,63.0,CE8,HYBLWF,N,N,N,FZ-V03,Y,Y,C,90
BLUE,792357.0,150.0,1.4,2003-02-25,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,Y,Y,B,180
BLUE,806985.0,150.0,2.5,2009-12-01,1001.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C03,Y,N,B,90
BLUE,780611.0,150.0,2.72,2009-03-01,1022.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
,813047.0,150.0,2.007,2010-11-01,1881.0,63.0,150.0,63.0,PG8,HYBLWF,N,N,N,FZ-V02,Y,Y,C,21
GREEN,787361.0,150.0,3.49,2007-09-01,1022.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,365
,813070.0,150.0,1.505,2010-11-01,1881.0,63.0,150.0,63.0,PG8,HYBLWF,N,N,N,FZ-V02,Y,N,C,365
BLUE,804717.0,150.0,3.5,2010-12-01,1022.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C01,N,N,B,180
BLUE,804721.0,150.0,1.0,2010-12-01,1022.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,804733.0,150.0,2.2,2010-12-01,1022.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C01,Y,N,B,60
BLUE,804747.0,150.0,2.5,2010-12-01,1022.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C01,Y,N,B,365
GREEN,6791.0,0.0,0.8,1988-08-09,1009.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C02,Y,Y,B,365
BLUE,774115.0,150.0,3.5,2009-01-01,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,804073.0,150.0,5.7,2011-02-25,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W04,N,Y,S,30
BLUE,846804.0,150.0,4.5,2013-01-28,1881.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-W03,N,Y,S,180
BLUE,854181.0,150.0,2.0,2013-01-14,1022.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,853883.0,150.0,2.8,2012-07-01,1022.0,63.0,150.0,63.0,6,HYBLWF,N,N,N,FZ-C01,N,Y,B,365
GREEN,854255.0,150.0,3.01,2011-04-01,1022.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
GREEN,856572.0,150.0,2.7,2011-05-01,1881.0,63.0,150.0,63.0,5A,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,857236.0,150.0,2.2,2013-04-10,1001.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
ORANGE,857327.0,150.0,3.99,2010-05-01,1001.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,857328.0,150.0,3.92,2010-05-01,1001.0,63.0,150.0,63.0,3,HYBLWF,N,N,N,FZ-W01,N,N,S,90
BLUE,846884.0,150.0,1.0,2005-09-23,1012.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,N,N,B,180
BLUE,857640.0,150.0,4.17,2008-11-01,1881.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
GREEN,861728.0,150.0,3.94,2011-05-22,1881.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,365
GREEN,861760.0,150.0,4.92,2011-11-01,1881.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,863194.0,150.0,3.85,2012-05-01,1022.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,866422.0,150.0,6.44,2012-12-13,1022.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
,973737.0,150.0,3.31,2015-08-01,1.0,0.0,0.0,0.0,5A,HYBLWF,N,N,N,FZ-W03,N,N,S,90
BLUE,860492.0,150.0,2.9,2012-10-16,1001.0,0.0,0.0,0.0,6,HYBLWF,N,N,N,FZ-V05,N,N,C,14
BLUE,841609.0,150.0,4.22,2011-05-01,1117.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,N,S,365
GREEN,878089.0,150.0,3.74,2013-12-10,1022.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
GREEN,851170.0,150.0,2.2,2012-05-03,1001.0,0.0,0.0,0.0,4,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,866787.0,150.0,3.18,2012-12-13,1022.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,855029.0,150.0,1.0,2011-07-01,1022.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,N,S,365
BLUE,862275.0,150.0,3.53,2012-10-19,1001.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,365
BLUE,856739.0,150.0,1.8,2013-04-10,1001.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
BLUE,850765.0,150.0,2.97,2013-12-10,1001.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,866187.0,150.0,2.8,2011-02-25,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C03,Y,N,S,365
BLUE,868931.0,150.0,3.88,2012-10-19,1001.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W01,N,Y,S,365
BLUE,868969.0,150.0,3.71,2012-10-19,1001.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W01,N,Y,S,365
BLUE,851068.0,150.0,3.2,2013-08-21,1117.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,851113.0,150.0,2.94,2013-12-10,1001.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,847326.0,150.0,3.7,2011-04-01,1117.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-W03,N,Y,S,365
BLUE,865658.0,150.0,3.0,2011-02-25,1022.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,N,N,S,365
BLUE,856520.0,150.0,2.3,2011-05-01,1881.0,63.0,150.0,63.0,5A,HYBLWF,N,N,N,FZ-W03,N,N,S,365
BLUE,856549.0,150.0,1.9,2011-05-01,1881.0,63.0,150.0,63.0,5A,HYBLWF,N,N,N,FZ-W03,N,N,S,180
BLUE,853267.0,150.0,3.0,2012-05-01,1881.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,365
BLUE,853272.0,150.0,2.3,2012-05-01,1881.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,365
BLUE,852437.0,150.0,1.8,2013-01-14,1022.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
GREEN,843651.0,150.0,3.6,2011-09-21,1012.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C01,N,N,B,14
GREEN,843656.0,150.0,2.0,2011-09-21,1881.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C01,Y,N,B,21
GREEN,858051.0,150.0,4.37,2011-11-03,1881.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,N,S,180
BLUE,850773.0,150.0,4.8,1998-07-01,1117.0,63.0,150.0,63.0,1,HYBLWF,N,N,N,FZ-W02,N,N,S,365
BLUE,862177.0,150.0,3.95,2012-10-19,1001.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W01,N,N,S,180
BLUE,842962.0,150.0,4.0,2014-02-12,1001.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,365
GREEN,854290.0,150.0,3.3,2011-06-01,1001.0,63.0,150.0,63.0,2,HYBLWF,N,N,N,FZ-W02,N,Y,S,180
BLUE,845595.0,150.0,0.0,2012-07-01,1001.0,63.0,150.0,63.0,4,HYBLWF,N,N,N,FZ-C02,N,N,S,180
,862854.0,150.0,2.5,2013-01-01,1022.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C01,N,Y,B,7
BLUE,850219.0,150.0,1.8,2012-08-03,1012.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,850226.0,150.0,1.8,2012-08-03,1012.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,Y,B,365
BLUE,861148.0,150.0,4.0,2011-03-01,1022.0,63.0,150.0,63.0,5A,HYBLWF,N,N,N,FZ-W03,N,Y,S,365
BLUE,880347.0,150.0,3.0,2013-05-01,1009.0,63.0,150.0,63.0,5,HYBLWF,N,N,N,FZ-C03,N,N,B,180
BLUE,842007.0,150.0,2.5,2006-08-01,1.0,0.0,0.0,0.0,5,HYBLWF,N,N,N,FZ-C02,N,Y,B,120
BLUE,847683.0,150.0,2.0,2012-09-18,1,0.0,0.0,0,5,HYBLWF,N,N,N,FZ-C01,N,N,B,365
BLUE,868692.0,150.0,3.58,2012-10-19,1001,63.0,150.0,63,1,HYBLWF,N,N,N,FZ-W01,Y,Y,S,180
